,Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,Age on Chart
180,81,İhtimaller Perisi,Gökhan Türkmen,21421,https://open.spotify.com/track/4eMQ9IY3i6if7qrYRx43nY,2019,1,2,tr,1
181,82,SAD!,XXXTENTACION,21260,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,1,2,tr,1
182,83,rockstar (feat. 21 Savage),Post Malone,21111,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,1,2,tr,1
183,84,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,21019,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,1,2,tr,0
184,85,Ölüler Dirilerden Çalacak,Gazapizm,20870,https://open.spotify.com/track/00hLEiQKIWXt0rd9SnBrXY,2019,1,2,tr,1
185,86,Beni Sen İnandır,Pinhani,20846,https://open.spotify.com/track/1rY4UYyZ3PcuYgWIddkcnL,2019,1,2,tr,1
186,87,Yol,Fikri Karayel,20844,https://open.spotify.com/track/5b06F0e1Z6hzFMcMrzcCzL,2019,1,2,tr,1
187,88,Kime Ne,Khontkar,20827,https://open.spotify.com/track/2HomWdJV2msBL9XvAnUgiB,2019,1,2,tr,1
188,89,Hiç Işık Yok,No.1,20793,https://open.spotify.com/track/2noHL0PeH7WjRSLBjWxU4Q,2019,1,2,tr,1
189,90,Karma,Şehinşah,20780,https://open.spotify.com/track/2FLvbfkf8LzH8nk5NS36OU,2019,1,2,tr,1
190,91,Loco,Yung Felix,20619,https://open.spotify.com/track/0DCxNJg7yquzAHORClrP3e,2019,1,2,tr,1
191,92,Mary Jane (Ilkay Şencan Remix),Burry Soprano,20379,https://open.spotify.com/track/4XE6trUWUlZqQ2wqrk0vJe,2019,1,2,tr,1
192,93,Moonlight,XXXTENTACION,19828,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,1,2,tr,1
193,94,Takdir-i İlahi,Oğuzhan Koç,19809,https://open.spotify.com/track/5DtRoFFNian2XZlxRWorpF,2019,1,2,tr,1
194,95,Taviz Yok,Patron,19798,https://open.spotify.com/track/1RPigRjLbkqMjBKXGtiftz,2019,1,2,tr,1
195,96,Beni Vur - Akustik,Deniz Tekin,19513,https://open.spotify.com/track/3CPBzUohQI0fVoFFMSZouO,2019,1,2,tr,1
