Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region
78,L'enfoiré,Heuss L'enfoiré,52057,https://open.spotify.com/track/7Jt9gt9N8KC4s7gZVyLdyY,2019,1,2,fr
79,One Kiss (with Dua Lipa),Calvin Harris,51865,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2019,1,2,fr
80,Be Alright,Dean Lewis,51538,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,1,2,fr
81,Like I Love You (feat. The NGHBRS),Lost Frequencies,51296,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY,2019,1,2,fr
82,W.L.G,Niska,51083,https://open.spotify.com/track/13E2wgUjmdunrlq3Vbxv8T,2019,1,2,fr
83,Demain - Bigflo & Oli X Petit Biscuit,Bigflo & Oli,51066,https://open.spotify.com/track/1952SQ7t45GNIkXOXHxHCl,2019,1,2,fr
84,Bohemian Rhapsody - Remastered 2011,Queen,50962,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,1,2,fr
85,Sur le drapeau,Suprême NTM,50357,https://open.spotify.com/track/42Xesu4U4nM3CCjMk5X3kM,2019,1,2,fr
86,ORgueilleux,Koba LaD,50335,https://open.spotify.com/track/56EEPjNVNBxc9GUsROZPwO,2019,1,2,fr
87,ZEZE,Kodak Black,49922,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,1,2,fr
88,Pookie,Aya Nakamura,49798,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD,2019,1,2,fr
89,Smog,Damso,49261,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3,2019,1,2,fr
90,Oula,Aya Nakamura,49194,https://open.spotify.com/track/3yKHE0h9BUxpHZe1EqmJnX,2019,1,2,fr
91,Le vrai moi,Lomepal,49013,https://open.spotify.com/track/7E7HEM4y50AACKV8BaT7OI,2019,1,2,fr
92,91's,PNL,48932,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8,2019,1,2,fr
93,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,48686,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,1,2,fr
94,Mafiosa (feat. Caroliina),Lartiste,48090,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6,2019,1,2,fr
95,Fendi,Ninho,48069,https://open.spotify.com/track/7BtAkqRFQjvOYOq5k5mlCb,2019,1,2,fr
96,Le code,SCH,47655,https://open.spotify.com/track/4EHacNxfg1CVjRUX9YMLH4,2019,1,2,fr
97,La même,Maître Gims,47552,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg,2019,1,2,fr
98,Longtemps,Amir,47352,https://open.spotify.com/track/0AbscoxNUBOrmEpePPEVb7,2019,1,2,fr
99,Chargé,GLK,46233,https://open.spotify.com/track/71chDzMntV8pjuOaLuDPaY,2019,1,2,fr
100,Juste pour voir,S.Pri Noir,46155,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB,2019,1,2,fr
1,Binks to Binks 6,Ninho,197462,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w,2019,1,3,fr
2,Tout oublier,Angèle,179445,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2019,1,3,fr
3,Madrina,Maes,175297,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH,2019,1,3,fr
4,Sale mood,Bramsito,162948,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm,2019,1,3,fr
5,1000°C,Lomepal,156395,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou,2019,1,3,fr
6,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,148368,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,1,3,fr
7,Jaloux,Dadju,131693,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT,2019,1,3,fr
8,Copines,Aya Nakamura,123549,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,2019,1,3,fr
9,Rêves bizarres (feat. Damso),Orelsan,122750,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW,2019,1,3,fr
10,La dot,Aya Nakamura,121611,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG,2019,1,3,fr
11,Trop beau,Lomepal,117496,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM,2019,1,3,fr
12,MIA (feat. Drake),Bad Bunny,114020,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,1,3,fr
13,Say My Name,David Guetta,109185,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,1,3,fr
14,Shallow,Lady Gaga,105122,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,1,3,fr
15,Promises (with Sam Smith),Calvin Harris,104277,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,3,fr
16,Billets verts,Maes,103393,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L,2019,1,3,fr
